"discussion_id","comment_id","sentence","comment","A1","A2","A3","A4","A5","total"
"Dd005","#5","The nurse handed me a colorful pamphlet that outlined an array of options : the pill , the plastic insert , NuvaRing , etc ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","I opted for the pill and headed back to class ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","It wasn' t long after seeing two girls in my grade become pregnant and drop out that I realized I was given much more than a few options of birth control , but many options regarding how I wanted my future to look ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","My belief that the government should provide free , on-demand birth control is deeply rooted in my belief that the primary role of any government is to protect and expand personal liberties ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","But on a much simpler level , it makes economic sense ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","If our government wishes to shrink its welfare state , providing free birth control to poor young women should be the place to start ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","According to Brookings Institution , 72.6 percent of pregnancies of unmarried women under 30 are unintended ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","When these women cannot shoulder the financial strain of raising children they turn to state aid for food , shelter and education ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","Giving poor young women easy access to birth control is about exactly that - control ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","Many poor girls grow up believing their destinies have already been fashioned by forces beyond their control ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","Contraception gives young women the freedom to say , `` I 'm not ready to be a mother , and I don' t have to be ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","I have options . """," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","Access to affordable health care is a government issue ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","Protection of personal freedom is a government issue ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#5","And while providing health care and protecting civil liberties may seem costly , asking young women to sacrifice either comes at a much greater price ."," Ain't no such thing as a free lunch. ""Choice is the essence of personal freedom. Growing up poor, I found this to be true all too often. I recall an 8-year-old me putting Lay's chips back on the store shelf to pick up the off-brand bag. Even then I knew that personal freedom came with a price."" State U grad here. Last I heard Columbia U. is pricey. Just wondering who is paying that tuition?","0","0","0","0","0","0"
"Dd005","#6","Access to Birth Control Is About Life Control ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","Choice is the essence of personal freedom ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","Growing up poor , I found this to be true all too often ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","I recall an 8-year-old me putting Lay 's chips back on the store shelf to pick up the off-brand bag ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","Even then I knew that personal freedom came with a price ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","But in my inner city public high school clinic , the price of a far more important form of freedom was heavily discounted ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","At 15 , I got my first prescription for birth control , courtesy of the State of California ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","The nurse handed me a colorful pamphlet that outlined an array of options : the pill , the plastic insert , NuvaRing , etc ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","I opted for the pill and headed back to class ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","It wasn' t long after seeing two girls in my grade become pregnant and drop out that I realized I was given much more than a few options of birth control , but many options regarding how I wanted my future to look ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","My belief that the government should provide free , on-demand birth control is deeply rooted in my belief that the primary role of any government is to protect and expand personal liberties ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","But on a much simpler level , it makes economic sense ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","If our government wishes to shrink its welfare state , providing free birth control to poor young women should be the place to start ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","According to Brookings Institution , 72.6 percent of pregnancies of unmarried women under 30 are unintended ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","When these women cannot shoulder the financial strain of raising children they turn to state aid for food , shelter and education ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","Giving poor young women easy access to birth control is about exactly that - control ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","Many poor girls grow up believing their destinies have already been fashioned by forces beyond their control ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","Contraception gives young women the freedom to say , `` I 'm not ready to be a mother , and I don' t have to be ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","I have options . """," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","Access to affordable health care is a government issue ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","Protection of personal freedom is a government issue ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#6","And while providing health care and protecting civil liberties may seem costly , asking young women to sacrifice either comes at a much greater price ."," Hi J, I'm on a full scholarship. Thank you for reading. Bianca B","0","0","0","0","0","0"
"Dd005","#7","Access to Birth Control Is About Life Control ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","Choice is the essence of personal freedom ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","Growing up poor , I found this to be true all too often ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","I recall an 8-year-old me putting Lay 's chips back on the store shelf to pick up the off-brand bag ."," Equating human relationships with the purchase of junk food seems really odd.","1","1","1","0","0","3"
"Dd005","#7","Even then I knew that personal freedom came with a price ."," Equating human relationships with the purchase of junk food seems really odd.","0","1","0","0","0","1"
"Dd005","#7","But in my inner city public high school clinic , the price of a far more important form of freedom was heavily discounted ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","At 15 , I got my first prescription for birth control , courtesy of the State of California ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","The nurse handed me a colorful pamphlet that outlined an array of options : the pill , the plastic insert , NuvaRing , etc ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","I opted for the pill and headed back to class ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","It wasn' t long after seeing two girls in my grade become pregnant and drop out that I realized I was given much more than a few options of birth control , but many options regarding how I wanted my future to look ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","My belief that the government should provide free , on-demand birth control is deeply rooted in my belief that the primary role of any government is to protect and expand personal liberties ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","But on a much simpler level , it makes economic sense ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","If our government wishes to shrink its welfare state , providing free birth control to poor young women should be the place to start ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","According to Brookings Institution , 72.6 percent of pregnancies of unmarried women under 30 are unintended ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","When these women cannot shoulder the financial strain of raising children they turn to state aid for food , shelter and education ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","Giving poor young women easy access to birth control is about exactly that - control ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","Many poor girls grow up believing their destinies have already been fashioned by forces beyond their control ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","Contraception gives young women the freedom to say , `` I 'm not ready to be a mother , and I don' t have to be ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","I have options . """," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","Access to affordable health care is a government issue ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","Protection of personal freedom is a government issue ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#7","And while providing health care and protecting civil liberties may seem costly , asking young women to sacrifice either comes at a much greater price ."," Equating human relationships with the purchase of junk food seems really odd.","0","0","0","0","0","0"
"Dd005","#8","Access to Birth Control Is About Life Control ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","1","1","0","1","0","3"
"Dd005","#8","Choice is the essence of personal freedom ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","Growing up poor , I found this to be true all too often ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","I recall an 8-year-old me putting Lay 's chips back on the store shelf to pick up the off-brand bag ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","Even then I knew that personal freedom came with a price ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","But in my inner city public high school clinic , the price of a far more important form of freedom was heavily discounted ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","At 15 , I got my first prescription for birth control , courtesy of the State of California ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","The nurse handed me a colorful pamphlet that outlined an array of options : the pill , the plastic insert , NuvaRing , etc ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","I opted for the pill and headed back to class ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","It wasn' t long after seeing two girls in my grade become pregnant and drop out that I realized I was given much more than a few options of birth control , but many options regarding how I wanted my future to look ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","1","0","0","0","0","1"
"Dd005","#8","My belief that the government should provide free , on-demand birth control is deeply rooted in my belief that the primary role of any government is to protect and expand personal liberties ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","1","0","0","1","2"
"Dd005","#8","But on a much simpler level , it makes economic sense ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","If our government wishes to shrink its welfare state , providing free birth control to poor young women should be the place to start ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","According to Brookings Institution , 72.6 percent of pregnancies of unmarried women under 30 are unintended ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","1","0","0","0","1"
"Dd005","#8","When these women cannot shoulder the financial strain of raising children they turn to state aid for food , shelter and education ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","0","0","0","0","0"
"Dd005","#8","Giving poor young women easy access to birth control is about exactly that - control ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","1","1","0","1","1","4"
"Dd005","#8","Many poor girls grow up believing their destinies have already been fashioned by forces beyond their control ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","1","0","0","1","2"
"Dd005","#8","Contraception gives young women the freedom to say , `` I 'm not ready to be a mother , and I don' t have to be ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","1","1","1","1","1","5"
"Dd005","#8","I have options . """," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","1","1","1","1","1","5"
"Dd005","#8","Access to affordable health care is a government issue ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","1","1","0","0","2"
"Dd005","#8","Protection of personal freedom is a government issue ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","1","1","0","0","2"
"Dd005","#8","And while providing health care and protecting civil liberties may seem costly , asking young women to sacrifice either comes at a much greater price ."," Many women are subject to coercion, intimidation, persuasion and pressure to agree to sex with the men in their life. The younger and more vulnerable a woman is, the more likely that she won't have complete control of her sexual choices. To insist that women should be wholly responsible, ignores the role of men and the realities of many women's lives. Giving women access to long-acting contraceptives allows them to make a responsible choice about contraception and about their lives.","0","1","0","0","0","1"
"Dd006","#1","Publicly Funded Birth Control Is Crucial ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","1","1","0","1","0","3"
"Dd006","#1","All women should have the means to make fundamental choices about whether and when to have children ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","That is why the public investment in family planning that enables young and low-income women to plan their own pregnancies is smart government at its best ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","1","1","1","1","1","5"
"Dd006","#1","It leads to healthier mothers and babies , empowers women to finish their education or job training , and saves billions in taxpayer dollars ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Having access to the full range of contraceptive methods , including highly effective long-acting methods , and the information needed to choose the method that best fits a woman 's life is key to achieving planned , healthier pregnancies ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","But cost can be a significant barrier for many women to obtain the birth control method of her choice ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","1","1","0","0","0","2"
"Dd006","#1","That 's why federal and state investments in publicly supported family planning services are so crucial ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","1","1","0","1","1","4"
"Dd006","#1","The enormous benefit of these investments is well documented : Guttmacher Institute research shows that in 2010 , publicly funded family planning services helped women to avoid 2.2 million unintended pregnancies ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","These unintended pregnancies , in turn , would have resulted in 1.1 million unintended births and 760,000 abortions ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Further , while publicly supported family planning services enable low-income women to have healthier pregnancies and achieve their life goals , they also yield considerable dividends for taxpayers ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","In 2010 , these services resulted in a net savings to the federal and state governments of $ 13.6 billion - $ 7 for every public dollar spent ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","About half of these impressive gains come from family planning centers supported by the Title X national family planning program , the linchpin of the U. S. family planning effort ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Without the services provided by these centers in 2012 , the number of unintended pregnancies and abortions in the United States would be 32 percent higher ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Healthier pregnancies , a steep reduction in need for abortion and significant fiscal savings - policymakers of all stripes should line up to support such a hugely successful program , and for decades they had ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Unfortunately , social conservatives in the U.S ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Congress are putting ideology over evidence , with the House voting to eliminate Title X entirely and the Senate proposing deep cuts to the program ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Doing so is deeply irresponsible and , ultimately , self-defeating ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Policy makers should instead respect Americans ' wishes by protecting contraceptive access ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","That means adequately funding Title X and implementing the Affordable Care Act 's Medicaid expansion in all states ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","1","1"
"Dd006","#1","Policymakers should not erect new barriers that raise the cost of birth control or otherwise interfere with a woman 's ability to use the contraceptive method that is right for her ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Tens of millions of people in the United States rely on contraception to achieve their childbearing goals ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","0","0","0","0","0"
"Dd006","#1","Let 's make sure the ability to prevent unwanted pregnancies and space wanted ones is available to all who want it , regardless of their income ."," How about this? I'll pay for your birth control and you pay my electric bill? If you don't want kids, date a boyfriend who can afford birth control.","0","1","0","1","0","2"
"Dd006","#2","Publicly Funded Birth Control Is Crucial ."," When 40% of women don't use the birth control they already own and which has already been paid for, there is more to the problem than ""access"" and ""cost"". These are often mistakenly identified as the sole causes of unintended pregnancies. No wonder the problem persists. If you really wanted to help women, you don't demand solutions that don't address their problem but, instead, look honestly at their problem and go from there. It is *using* birth control not gaining access to it. Funding solutions to the wrong problem doesn't actually help women. We should fund solutions but methods that actually work. Long-term birth control has promise. It should be investigated as a potential solution. Money from other ineffective methods -- ex., that require daily action -- should be redirected there.","0","1","0","1","0","2"
"Dd006","#2","All women should have the means to make fundamental choices about whether and when to have children ."," When 40% of women don't use the birth control they already own and which has already been paid for, there is more to the problem than ""access"" and ""cost"". These are often mistakenly identified as the sole causes of unintended pregnancies. No wonder the problem persists. If you really wanted to help women, you don't demand solutions that don't address their problem but, instead, look honestly at their problem and go from there. It is *using* birth control not gaining access to it. Funding solutions to the wrong problem doesn't actually help women. We should fund solutions but methods that actually work. Long-term birth control has promise. It should be investigated as a potential solution. Money from other ineffective methods -- ex., that require daily action -- should be redirected there.","0","0","0","0","0","0"
